Age,Address,Gender,UserType,Label,Total_Quantity,Total_Value,StDev_Quantity,StDev_Value,AvgTimeDelta,Recency,Unique_TransactionId,Unique_ItemId,Unique_Location,Unique_ProductCategory,Total_Quantity_per_Unique_TransactionId,Total_Quantity_per_Unique_ItemId,Total_Quantity_per_Unique_Location,Total_Quantity_per_Unique_ProductCategory,Total_Value_per_Unique_TransactionId,Total_Value_per_Unique_ItemId,Total_Value_per_Unique_Location,Total_Value_per_Unique_ProductCategory,Scored Labels,Scored Probabilities
E,F,Unknown,Unknown,Churner,14,1023,0.277350098112615,62.7991303222486,0.0,31,13,10,1,1,1.0,1.27272727272727,7.0,7.0,73.0714285714286,93.0,511.5,511.5,Churner,0.3028859947826093
F,E,Unknown,Unknown,Churner,12,1024,0.755928946018454,108.396099033657,0.0,59,8,6,1,1,1.33333333333333,1.71428571428571,6.0,6.0,113.777777777778,146.285714285714,512.0,512.0,Churner,0.22371418019231748
E,F,Unknown,Unknown,Nonchurner,8,518,0.377964473009227,39.170567181665,4.57142857142857,56,7,7,1,1,1.0,1.0,4.0,4.0,64.75,64.75,259.0,259.0,Churner,0.29911024207187864
H,B,Unknown,Unknown,Nonchurner,13,2241,0.483045891539648,517.198747527916,0.0,16,10,8,1,1,1.18181818181818,1.44444444444444,6.5,6.5,203.727272727273,249.0,1120.5,1120.5,Churner,0.31244624689706907
D,E,Unknown,Unknown,Nonchurner,36,1650,0.620173672946042,112.295740495058,1.74074074074074,24,27,16,1,1,1.28571428571429,2.11764705882353,18.0,18.0,58.9285714285714,97.0588235294118,825.0,825.0,Churner,0.4457121500929002
A,E,Unknown,Unknown,Nonchurner,10,4118,0.462910049886276,896.406914934762,0.0,17,8,5,1,1,1.11111111111111,1.66666666666667,5.0,5.0,457.555555555556,686.333333333333,2059.0,2059.0,Churner,0.27755859986807246
F,F,Unknown,Unknown,Nonchurner,49,3758,1.1909436486222,87.8833308353164,1.59375,15,32,24,1,1,1.48484848484848,1.96,24.5,24.5,113.878787878788,150.32,1879.0,1879.0,Nonchurner,0.5260555507040325
F,D,Unknown,Unknown,Churner,6,454,0.447213595499958,56.9710452774039,0.0,17,5,5,1,1,1.0,1.0,3.0,3.0,75.6666666666667,75.6666666666667,227.0,227.0,Churner,0.28879352478092796
E,F,Unknown,Unknown,Nonchurner,38,2870,1.04731375282964,83.337504169129,0.0,17,27,22,1,1,1.35714285714286,1.65217391304348,19.0,19.0,102.5,124.782608695652,1435.0,1435.0,Churner,0.45092957776924675
C,G,Unknown,Unknown,Churner,17,1179,0.480384461415261,83.5228358149081,0.0,2,13,8,1,1,1.21428571428571,1.88888888888889,8.5,8.5,84.2142857142857,131.0,589.5,589.5,Churner,0.3647469496492672
G,E,Unknown,Unknown,Nonchurner,48,2751,0.390927001198153,44.8115038228084,1.81395348837209,17,43,24,1,1,1.09090909090909,1.92,24.0,24.0,62.5227272727273,110.04,1375.5,1375.5,Nonchurner,0.5499919802447084
G,C,Unknown,Unknown,Nonchurner,7,289,0.0,31.1432940117895,8.14285714285714,20,7,7,1,1,0.875,0.875,3.5,3.5,36.125,36.125,144.5,144.5,Churner,0.45020766707172694
J,E,Unknown,Unknown,Churner,19,549,1.40788595317336,33.8439169465609,0.0,73,8,6,1,1,2.11111111111111,2.71428571428571,9.5,9.5,61.0,78.4285714285714,274.5,274.5,Churner,0.21378283741443477
F,F,Unknown,Unknown,Nonchurner,61,3639,1.00552185312936,130.785178870473,2.04651162790698,6,43,29,1,1,1.38636363636364,2.03333333333333,30.5,30.5,82.7045454545455,121.3,1819.5,1819.5,Nonchurner,0.6275467050724074
B,E,Unknown,Unknown,Nonchurner,33,1572,0.305128576629365,47.7064298420649,2.36666666666667,15,30,18,1,1,1.06451612903226,1.73684210526316,16.5,16.5,50.7096774193548,82.7368421052632,786.0,786.0,Churner,0.4888113106095193
E,G,Unknown,Unknown,Nonchurner,18,2187,0.726273039202563,186.703046232587,5.5,0,14,13,1,1,1.2,1.28571428571429,9.0,9.0,145.8,156.214285714286,1093.5,1093.5,Churner,0.49826158420568206
D,G,Unknown,Unknown,Churner,23,2086,0.489360484929593,62.1196638076781,0.0,93,20,17,1,1,1.0952380952381,1.27777777777778,11.5,11.5,99.3333333333333,115.888888888889,1043.0,1043.0,Churner,0.2271446505271705
J,E,Unknown,Unknown,Nonchurner,57,4421,0.521943722224375,78.1278731476111,1.76744186046512,20,43,28,1,1,1.29545454545455,1.96551724137931,28.5,28.5,100.477272727273,152.448275862069,2210.5,2210.5,Nonchurner,0.5685736990462787
K,E,Unknown,Unknown,Churner,9,604,0.487950036474267,23.6763896861711,0.0,52,7,4,1,1,1.125,1.8,4.5,4.5,75.5,120.8,302.0,302.0,Churner,0.2255101993701389
C,E,Unknown,Unknown,Churner,1,188,0.0,0.0,0.0,11,1,1,1,1,0.5,0.5,0.5,0.5,94.0,94.0,94.0,94.0,Churner,0.2722222469773908
C,B,Unknown,Unknown,Churner,29,2428,0.431455497304005,91.7409731463873,2.69230769230769,4,26,22,1,1,1.07407407407407,1.26086956521739,14.5,14.5,89.9259259259259,105.565217391304,1214.0,1214.0,Nonchurner,0.5183987211197517
J,D,Unknown,Unknown,Churner,3,232,0.0,57.3614272253867,0.0,10,3,3,1,1,0.75,0.75,1.5,1.5,58.0,58.0,116.0,116.0,Churner,0.2882063312177131
E,H,Unknown,Unknown,Churner,23,2032,0.51234753829798,126.85897682072,0.0,77,16,12,1,1,1.35294117647059,1.76923076923077,11.5,11.5,119.529411764706,156.307692307692,1016.0,1016.0,Churner,0.23454811960899027
E,F,Unknown,Unknown,Churner,89,6002,0.670132254522137,46.4661439012309,0.454545454545455,53,77,47,1,1,1.14102564102564,1.85416666666667,44.5,44.5,76.9487179487179,125.041666666667,3001.0,3001.0,Nonchurner,0.6655058234221815
D,F,Unknown,Unknown,Nonchurner,6,424,0.447213595499958,37.851023764226,1.2,73,5,5,1,1,1.0,1.0,3.0,3.0,70.6666666666667,70.6666666666667,212.0,212.0,Churner,0.20329613244057987
K,H,Unknown,Unknown,Nonchurner,39,2805,0.72691752689634,67.3048103778623,0.0,11,33,27,1,1,1.14705882352941,1.39285714285714,19.5,19.5,82.5,100.178571428571,1402.5,1402.5,Nonchurner,0.5025355900852633
D,F,Unknown,Unknown,Churner,67,10601,0.792072241350478,249.296255788381,1.75,16,44,28,1,1,1.48888888888889,2.31034482758621,33.5,33.5,235.577777777778,365.551724137931,5300.5,5300.5,Nonchurner,0.555962803910808
E,F,Unknown,Unknown,Nonchurner,128,14332,0.940954430083925,160.71563346435,0.963855421686747,6,83,43,1,1,1.52380952380952,2.90909090909091,64.0,64.0,170.619047619048,325.727272727273,7166.0,7166.0,Nonchurner,0.7835395329930297
D,H,Unknown,Unknown,Nonchurner,13,1328,0.0,86.8282271248298,1.23076923076923,7,13,10,1,1,0.928571428571429,1.18181818181818,6.5,6.5,94.8571428571429,120.727272727273,664.0,664.0,Churner,0.375023030765129
C,E,Unknown,Unknown,Churner,3,286,0.0,49.9032397077919,5.66666666666667,19,3,3,1,1,0.75,0.75,1.5,1.5,71.5,71.5,143.0,143.0,Churner,0.3697647146047338
G,E,Unknown,Unknown,Nonchurner,35,637,2.82199155980955,33.720778595562,7.81818181818182,4,11,8,1,1,2.91666666666667,3.88888888888889,17.5,17.5,53.0833333333333,70.7777777777778,318.5,318.5,Nonchurner,0.5601257894948669
J,F,Unknown,Unknown,Churner,7,467,0.547722557505166,45.3850195549148,0.0,21,5,4,1,1,1.16666666666667,1.4,3.5,3.5,77.8333333333333,93.4,233.5,233.5,Churner,0.2787123233984454
E,C,Unknown,Unknown,Churner,64,2755,0.827275880259905,35.7187394786634,0.0,50,43,18,1,1,1.45454545454545,3.36842105263158,32.0,32.0,62.6136363636364,145.0,1377.5,1377.5,Churner,0.4411326500783202
B,E,Unknown,Unknown,Churner,92,7666,0.748425329675638,70.5292609218391,0.514705882352941,17,68,50,1,1,1.33333333333333,1.80392156862745,46.0,46.0,111.101449275362,150.313725490196,3833.0,3833.0,Nonchurner,0.7360035578294392
D,E,Unknown,Unknown,Churner,112,11919,1.49391507962965,220.356620428824,0.882352941176471,30,68,44,1,1,1.6231884057971,2.48888888888889,56.0,56.0,172.739130434783,264.866666666667,5959.5,5959.5,Nonchurner,0.705389690375657
A,E,Unknown,Unknown,Nonchurner,9,2182,0.0,506.741085543473,1.88888888888889,23,9,9,1,1,0.9,0.9,4.5,4.5,218.2,218.2,1091.0,1091.0,Churner,0.3251903145002187
C,B,Unknown,Unknown,Nonchurner,23,2744,1.27744594087896,273.897510309689,2.57142857142857,43,14,11,1,1,1.53333333333333,1.91666666666667,11.5,11.5,182.933333333333,228.666666666667,1372.0,1372.0,Churner,0.3350668836737447
E,G,Unknown,Unknown,Churner,12,556,0.421637021355784,38.3527487063618,6.5,32,10,10,1,1,1.09090909090909,1.09090909090909,6.0,6.0,50.5454545454545,50.5454545454545,278.0,278.0,Churner,0.416296779935589
D,D,Unknown,Unknown,Churner,31,930,2.93987366103667,48.1723097699439,4.0,7,14,12,1,1,2.06666666666667,2.38461538461538,15.5,15.5,62.0,71.5384615384615,465.0,465.0,Churner,0.48671661088696694
C,E,Unknown,Unknown,Churner,4,1196,0.0,0.0,0.0,22,1,1,1,1,2.0,2.0,2.0,2.0,598.0,598.0,598.0,598.0,Churner,0.2503706909271738
I,F,Unknown,Unknown,Churner,5,91,0.5,3.5939764421413,0.0,29,4,3,1,1,1.0,1.25,2.5,2.5,18.2,22.75,45.5,45.5,Churner,0.25643991936557353
I,A,Unknown,Unknown,Nonchurner,26,3020,0.597264720370147,205.269869435935,0.0,4,19,12,1,1,1.3,2.0,13.0,13.0,151.0,232.307692307692,1510.0,1510.0,Churner,0.39432283119135203
D,F,Unknown,Unknown,Churner,21,1392,0.0,38.9758166779644,0.0,39,21,14,1,1,0.954545454545455,1.4,10.5,10.5,63.2727272727273,92.8,696.0,696.0,Churner,0.3257205412396581
D,E,Unknown,Unknown,Churner,15,715,0.504524979109513,37.9763084040563,0.727272727272727,57,11,7,1,1,1.25,1.875,7.5,7.5,59.5833333333333,89.375,357.5,357.5,Churner,0.2523187536265736
J,E,Unknown,Unknown,Churner,16,774,0.843274042711568,84.0690192639358,8.5,10,10,8,1,1,1.45454545454545,1.77777777777778,8.0,8.0,70.3636363636364,86.0,387.0,387.0,Nonchurner,0.5103850666105195
B,F,Unknown,Unknown,Churner,12,901,0.301511344577764,140.210880138065,0.0,94,11,10,1,1,1.0,1.09090909090909,6.0,6.0,75.0833333333333,81.9090909090909,450.5,450.5,Churner,0.18285708396212202
E,E,Unknown,Unknown,Nonchurner,16,468,1.69030850945703,41.8773720010495,3.5,16,8,8,1,1,1.77777777777778,1.77777777777778,8.0,8.0,52.0,52.0,234.0,234.0,Churner,0.39369237837856375
C,F,Unknown,Unknown,Churner,4,324,0.0,125.483066586691,0.0,41,4,4,1,1,0.8,0.8,2.0,2.0,64.8,64.8,162.0,162.0,Churner,0.23438836854717968
J,E,Unknown,Unknown,Nonchurner,70,4567,0.477356106548368,103.331420747327,1.26229508196721,3,61,41,1,1,1.12903225806452,1.66666666666667,35.0,35.0,73.6612903225806,108.738095238095,2283.5,2283.5,Nonchurner,0.7098859608954946
D,G,Unknown,Unknown,Churner,10,1228,3.0,190.446842977247,0.0,73,4,4,1,1,2.0,2.0,5.0,5.0,245.6,245.6,614.0,614.0,Churner,0.18603976855228957
C,G,Unknown,Unknown,Churner,15,2020,0.97182531580755,201.953239912389,0.3,88,10,9,1,1,1.36363636363636,1.5,7.5,7.5,183.636363636364,202.0,1010.0,1010.0,Churner,0.1909516408453445
C,F,Unknown,Unknown,Churner,23,4352,1.56427928995103,560.189632394624,0.0,25,12,11,1,1,1.76923076923077,1.91666666666667,11.5,11.5,334.769230769231,362.666666666667,2176.0,2176.0,Churner,0.3145863927824743
D,E,Unknown,Unknown,Nonchurner,19,2264,0.928782731664065,139.590295326898,1.64285714285714,24,14,13,1,1,1.26666666666667,1.35714285714286,9.5,9.5,150.933333333333,161.714285714286,1132.0,1132.0,Churner,0.3643640769755107
B,E,Unknown,Unknown,Churner,2,165,0.0,10.6066017177982,13.0,28,2,1,1,1,0.666666666666667,1.0,1.0,1.0,55.0,82.5,82.5,82.5,Churner,0.48136998196072855
A,A,Unknown,Unknown,Nonchurner,27,3901,0.560611910581388,180.866499043329,3.19047619047619,21,21,18,1,1,1.22727272727273,1.42105263157895,13.5,13.5,177.318181818182,205.315789473684,1950.5,1950.5,Churner,0.4423295728348784
D,G,Unknown,Unknown,Churner,24,2398,0.0,97.0754599656176,0.0,17,24,22,1,1,0.96,1.04347826086957,12.0,12.0,95.92,104.260869565217,1199.0,1199.0,Churner,0.4161232592878981
D,F,Unknown,Unknown,Churner,2,94,0.0,8.48528137423857,0.0,79,2,2,1,1,0.666666666666667,0.666666666666667,1.0,1.0,31.3333333333333,31.3333333333333,47.0,47.0,Churner,0.16389954258351935
E,E,Unknown,Unknown,Nonchurner,270,15775,0.769979497773577,50.2809322781115,0.450236966824645,2,211,84,1,1,1.27358490566038,3.17647058823529,135.0,135.0,74.4103773584906,185.588235294118,7887.5,7887.5,Nonchurner,0.9862234144578633
G,F,Unknown,Unknown,Churner,26,1844,3.53396220818629,273.119509860915,0.0,42,10,10,1,1,2.36363636363636,2.36363636363636,13.0,13.0,167.636363636364,167.636363636364,922.0,922.0,Churner,0.29429834812254846
H,G,Unknown,Unknown,Churner,18,844,0.674199862463242,96.6881898713905,4.91666666666667,30,12,12,1,1,1.38461538461538,1.38461538461538,9.0,9.0,64.9230769230769,64.9230769230769,422.0,422.0,Churner,0.41412129096034533
F,H,Unknown,Unknown,Nonchurner,1,129,0.0,0.0,0.0,36,1,1,1,1,0.5,0.5,0.5,0.5,64.5,64.5,64.5,64.5,Churner,0.2256344417562164
F,C,Unknown,Unknown,Churner,17,794,0.480384461415261,24.2880681901681,0.0,2,13,10,1,1,1.21428571428571,1.54545454545455,8.5,8.5,56.7142857142857,72.1818181818182,397.0,397.0,Churner,0.37625861419453693
E,F,Unknown,Unknown,Churner,16,835,0.258198889747161,30.9646495831864,0.0,89,15,13,1,1,1.0,1.14285714285714,8.0,8.0,52.1875,59.6428571428571,417.5,417.5,Churner,0.21045419511786292
C,C,Unknown,Unknown,Churner,8,1838,2.82842712474619,1067.73123959169,15.5,39,2,2,1,1,2.66666666666667,2.66666666666667,4.0,4.0,612.666666666667,612.666666666667,919.0,919.0,Nonchurner,0.5108408780074913
I,G,Unknown,Unknown,Churner,4,333,1.4142135623731,2.12132034355964,0.0,95,2,2,1,1,1.33333333333333,1.33333333333333,2.0,2.0,111.0,111.0,166.5,166.5,Churner,0.1444721022775716
D,E,Unknown,Unknown,Nonchurner,53,3743,2.27835098061804,185.606520970521,2.92592592592593,10,27,21,1,1,1.89285714285714,2.40909090909091,26.5,26.5,133.678571428571,170.136363636364,1871.5,1871.5,Nonchurner,0.5528194448491393
E,F,Unknown,Unknown,Nonchurner,16,1836,0.258198889747161,56.8441478329752,1.46666666666667,15,15,14,1,1,1.0,1.06666666666667,8.0,8.0,114.75,122.4,918.0,918.0,Churner,0.38453303860371824
D,E,Unknown,Unknown,Churner,85,4353,1.23569739497502,75.132486877619,1.125,6,56,32,1,1,1.49122807017544,2.57575757575758,42.5,42.5,76.3684210526316,131.909090909091,2176.5,2176.5,Nonchurner,0.6906226585635822
D,G,Unknown,Unknown,Churner,45,3724,0.40430377003132,147.044176163457,0.0,24,40,29,1,1,1.09756097560976,1.5,22.5,22.5,90.8292682926829,124.133333333333,1862.0,1862.0,Churner,0.498654124171229
H,E,Unknown,Unknown,Nonchurner,70,6733,0.579968651190421,250.127094317446,1.5,10,56,36,1,1,1.2280701754386,1.89189189189189,35.0,35.0,118.122807017544,181.972972972973,3366.5,3366.5,Nonchurner,0.6565239981970771
C,F,Unknown,Unknown,Nonchurner,24,3580,0.507299656195892,203.492646925979,1.94117647058824,38,17,9,1,1,1.33333333333333,2.4,12.0,12.0,198.888888888889,358.0,1790.0,1790.0,Churner,0.32750400008863484
A,E,Unknown,Unknown,Churner,7,638,0.547722557505166,144.065262988689,5.8,65,5,5,1,1,1.16666666666667,1.16666666666667,3.5,3.5,106.333333333333,106.333333333333,319.0,319.0,Churner,0.28774656297934126
K,H,Unknown,Unknown,Churner,48,3718,0.503190390399144,48.9602852379683,0.0,38,38,23,1,1,1.23076923076923,2.0,24.0,24.0,95.3333333333333,154.916666666667,1859.0,1859.0,Churner,0.4396086964393888
D,E,Unknown,Unknown,Nonchurner,18,981,0.414039335605413,61.4826340173734,1.53333333333333,5,15,6,1,1,1.125,2.57142857142857,9.0,9.0,61.3125,140.142857142857,490.5,490.5,Churner,0.38529423312378336
C,C,Unknown,Unknown,Churner,2,228,0.0,77.7817459305202,0.0,2,2,2,1,1,0.666666666666667,0.666666666666667,1.0,1.0,76.0,76.0,114.0,114.0,Churner,0.29759761105363863
C,F,Unknown,Unknown,Churner,10,753,0.0,32.2560933089479,0.0,52,10,8,1,1,0.909090909090909,1.11111111111111,5.0,5.0,68.4545454545455,83.6666666666667,376.5,376.5,Churner,0.24353509681886643
E,G,Unknown,Unknown,Churner,1,71,0.0,0.0,0.0,15,1,1,1,1,0.5,0.5,0.5,0.5,35.5,35.5,35.5,35.5,Churner,0.26503502231062703
C,C,Unknown,Unknown,Nonchurner,14,958,0.646669790682863,56.0043829453634,0.0,66,11,8,1,1,1.16666666666667,1.55555555555556,7.0,7.0,79.8333333333333,106.444444444444,479.0,479.0,Churner,0.22530957331188334
A,C,Unknown,Unknown,Nonchurner,4,236,0.0,0.0,0.0,62,1,1,1,1,2.0,2.0,2.0,2.0,118.0,118.0,118.0,118.0,Churner,0.18708437199650968
D,F,Unknown,Unknown,Churner,27,2244,0.196116135138184,74.9473250921041,0.0,51,26,24,1,1,1.0,1.08,13.5,13.5,83.1111111111111,89.76,1122.0,1122.0,Churner,0.3553105085598993
D,H,Unknown,Unknown,Churner,41,4925,1.60509058606475,271.90146725374,4.1,6,20,15,1,1,1.95238095238095,2.5625,20.5,20.5,234.52380952381,307.8125,2462.5,2462.5,Nonchurner,0.5085761314998571
E,A,Unknown,Unknown,Nonchurner,19,1524,0.518874521662771,62.1210563418366,1.76923076923077,0,13,11,1,1,1.35714285714286,1.58333333333333,9.5,9.5,108.857142857143,127.0,762.0,762.0,Churner,0.41930900328864423
D,F,Unknown,Unknown,Churner,9,625,0.0,43.2120096475248,5.55555555555556,15,9,7,1,1,0.9,1.125,4.5,4.5,62.5,78.125,312.5,312.5,Churner,0.41624179038853737
D,C,Unknown,Unknown,Nonchurner,24,3545,0.29424494316825,170.66516799599,1.27272727272727,1,22,21,1,1,1.04347826086957,1.09090909090909,12.0,12.0,154.130434782609,161.136363636364,1772.5,1772.5,Churner,0.4645060743208451
G,F,Unknown,Unknown,Churner,16,1331,0.599144689515278,75.2235983158858,5.61538461538462,10,13,9,1,1,1.14285714285714,1.6,8.0,8.0,95.0714285714286,133.1,665.5,665.5,Churner,0.45705721249392867
E,G,Unknown,Unknown,Churner,9,531,0.353553390593274,63.6910792138787,0.0,37,8,5,1,1,1.0,1.5,4.5,4.5,59.0,88.5,265.5,265.5,Churner,0.2582680297395164
D,E,Unknown,Unknown,Churner,95,13493,0.930323151115334,240.331958167344,1.18181818181818,5,66,39,1,1,1.41791044776119,2.375,47.5,47.5,201.388059701493,337.325,6746.5,6746.5,Nonchurner,0.6958989609171198
F,C,Unknown,Unknown,Churner,6,1242,0.0,158.276972424924,0.0,19,6,5,1,1,0.857142857142857,1.0,3.0,3.0,177.428571428571,207.0,621.0,621.0,Churner,0.2810709770328141
D,A,Unknown,Unknown,Churner,13,575,0.483045891539648,38.038722960221,5.2,9,10,6,1,1,1.18181818181818,1.85714285714286,6.5,6.5,52.2727272727273,82.1428571428571,287.5,287.5,Churner,0.43088878215229476
A,F,Unknown,Unknown,Nonchurner,31,1947,0.362013992898246,70.0847472341293,2.62962962962963,15,27,24,1,1,1.10714285714286,1.24,15.5,15.5,69.5357142857143,77.88,973.5,973.5,Nonchurner,0.5091295843002728
I,E,Unknown,Unknown,Nonchurner,15,827,0.375533808099405,30.2724805214749,3.07692307692308,47,13,12,1,1,1.07142857142857,1.15384615384615,7.5,7.5,59.0714285714286,63.6153846153846,413.5,413.5,Churner,0.3340315107601821
C,E,Unknown,Unknown,Nonchurner,4,92,0.0,0.0,0.0,63,1,1,1,1,2.0,2.0,2.0,2.0,46.0,46.0,46.0,46.0,Churner,0.1862426633160049
B,E,Unknown,Unknown,Nonchurner,33,3136,0.974021534011414,138.881992991201,2.59259259259259,23,27,23,1,1,1.17857142857143,1.375,16.5,16.5,112.0,130.666666666667,1568.0,1568.0,Churner,0.47911557327719395
F,F,Unknown,Unknown,Churner,4,148,0.0,76.3675323681471,0.0,2,2,2,1,1,1.33333333333333,1.33333333333333,2.0,2.0,49.3333333333333,49.3333333333333,74.0,74.0,Churner,0.3021959993947414
J,C,Unknown,Unknown,Nonchurner,5,659,0.0,42.298936156835,0.0,41,5,5,1,1,0.833333333333333,0.833333333333333,2.5,2.5,109.833333333333,109.833333333333,329.5,329.5,Churner,0.23886364877521443
E,G,Unknown,Unknown,Churner,1,279,0.0,0.0,0.0,96,1,1,1,1,0.5,0.5,0.5,0.5,139.5,139.5,139.5,139.5,Churner,0.13685234060463422
A,F,Unknown,Unknown,Churner,14,494,0.467099366496914,16.2754695505509,0.0,13,11,10,1,1,1.16666666666667,1.27272727272727,7.0,7.0,41.1666666666667,44.9090909090909,247.0,247.0,Churner,0.34304592971266223
B,E,Unknown,Unknown,Nonchurner,8,536,0.0,39.0018314588284,0.0,71,8,7,1,1,0.888888888888889,1.0,4.0,4.0,59.5555555555556,67.0,268.0,268.0,Churner,0.2026608065573672
G,E,Unknown,Unknown,Nonchurner,29,2036,0.688700443150182,52.3162321110044,0.0869565217391304,6,23,16,1,1,1.20833333333333,1.70588235294118,14.5,14.5,84.8333333333333,119.764705882353,1018.0,1018.0,Churner,0.43049254322482094
G,H,Unknown,Unknown,Nonchurner,50,3952,0.559544831406364,74.062680897699,1.1025641025641,9,39,31,1,1,1.25,1.5625,25.0,25.0,98.8,123.5,1976.0,1976.0,Nonchurner,0.5762339889324988
J,E,Unknown,Unknown,Churner,3,287,0.0,58.5946527708232,0.0,17,3,3,1,1,0.75,0.75,1.5,1.5,71.75,71.75,143.5,143.5,Churner,0.27362921774430304
I,E,Unknown,Unknown,Nonchurner,17,1730,0.480384461415261,162.492287785432,6.15384615384615,8,13,12,1,1,1.21428571428571,1.30769230769231,8.5,8.5,123.571428571429,133.076923076923,865.0,865.0,Churner,0.486260474527429
G,E,Unknown,Unknown,Nonchurner,48,4087,0.971175482691886,164.186654682278,1.57575757575758,10,33,22,1,1,1.41176470588235,2.08695652173913,24.0,24.0,120.205882352941,177.695652173913,2043.5,2043.5,Nonchurner,0.5256840592248266
F,F,Unknown,Unknown,Nonchurner,63,4687,0.31428116006932,37.4272955836359,1.11864406779661,16,59,40,1,1,1.05,1.53658536585366,31.5,31.5,78.1166666666667,114.317073170732,2343.5,2343.5,Nonchurner,0.6565749242375601
C,B,Unknown,Unknown,Churner,63,5414,0.333711906235957,68.7596888096129,0.875,25,56,45,1,1,1.10526315789474,1.3695652173913,31.5,31.5,94.9824561403509,117.695652173913,2707.0,2707.0,Nonchurner,0.6426931466314869
E,G,Unknown,Unknown,Churner,22,1919,1.89736659610103,179.246960161875,0.0,87,11,8,1,1,1.83333333333333,2.44444444444444,11.0,11.0,159.916666666667,213.222222222222,959.5,959.5,Churner,0.19798486653400038
C,F,Unknown,Unknown,Nonchurner,35,2867,0.24230584229878,69.5210209108357,2.60606060606061,4,33,24,1,1,1.02941176470588,1.4,17.5,17.5,84.3235294117647,114.68,1433.5,1433.5,Nonchurner,0.5490797136744638
D,E,Unknown,Unknown,Nonchurner,53,3012,0.337318149178239,66.6932725201347,2.0,4,47,29,1,1,1.10416666666667,1.76666666666667,26.5,26.5,62.75,100.4,1506.0,1506.0,Nonchurner,0.6243336863233181
F,G,Unknown,Unknown,Nonchurner,5,177,0.577350269189626,60.9179776420721,17.6666666666667,37,3,3,1,1,1.25,1.25,2.5,2.5,44.25,44.25,88.5,88.5,Nonchurner,0.5718088275660953
J,E,Unknown,Unknown,Nonchurner,11,299,0.440958551844098,10.5211427347244,1.66666666666667,57,9,6,1,1,1.1,1.57142857142857,5.5,5.5,29.9,42.7142857142857,149.5,149.5,Churner,0.2558253196159361
A,E,Unknown,Unknown,Nonchurner,22,1139,0.374634324632678,57.6796456340349,3.0,38,19,15,1,1,1.1,1.375,11.0,11.0,56.95,71.1875,569.5,569.5,Churner,0.38936517960777883
G,E,Unknown,Unknown,Churner,51,4363,1.63660060444249,206.419188881416,2.80769230769231,17,26,22,1,1,1.88888888888889,2.21739130434783,25.5,25.5,161.592592592593,189.695652173913,2181.5,2181.5,Nonchurner,0.5261722217287845
B,C,Unknown,Unknown,Churner,11,1498,0.0,179.874299543775,0.0,79,11,10,1,1,0.916666666666667,1.0,5.5,5.5,124.833333333333,136.181818181818,749.0,749.0,Churner,0.2018805931141816
D,G,Unknown,Unknown,Churner,29,4462,1.14593101656986,384.952478270131,4.15,2,20,12,1,1,1.38095238095238,2.23076923076923,14.5,14.5,212.47619047619,343.230769230769,2231.0,2231.0,Churner,0.48024199059160305
B,E,Unknown,Unknown,Churner,2,1316,0.0,0.0,0.0,54,1,1,1,1,1.0,1.0,1.0,1.0,658.0,658.0,658.0,658.0,Churner,0.1912597613879017
D,D,Unknown,Unknown,Nonchurner,8,941,0.377964473009227,138.227900153885,4.57142857142857,9,7,6,1,1,1.0,1.14285714285714,4.0,4.0,117.625,134.428571428571,470.5,470.5,Churner,0.39880655754824446
E,E,Unknown,Unknown,Churner,29,4532,0.188982236504614,308.006098338583,2.85714285714286,13,28,25,1,1,1.0,1.11538461538462,14.5,14.5,156.275862068966,174.307692307692,2266.0,2266.0,Nonchurner,0.5000778062499185
B,F,Unknown,Unknown,Churner,8,684,0.0,57.1864119724757,0.0,11,8,8,1,1,0.888888888888889,0.888888888888889,4.0,4.0,76.0,76.0,342.0,342.0,Churner,0.3204058857960955
E,E,Unknown,Unknown,Churner,6,578,0.577350269189626,62.6817357768593,4.5,12,4,4,1,1,1.2,1.2,3.0,3.0,115.6,115.6,289.0,289.0,Churner,0.3745802184852704
G,E,Unknown,Unknown,Nonchurner,18,1424,0.674199862463242,78.3121183392959,6.66666666666667,16,12,10,1,1,1.38461538461538,1.63636363636364,9.0,9.0,109.538461538462,129.454545454545,712.0,712.0,Churner,0.4704086922007432
E,E,Unknown,Unknown,Nonchurner,22,6000,0.834847109936722,414.996604586329,4.75,16,12,6,1,1,1.69230769230769,3.14285714285714,11.0,11.0,461.538461538462,857.142857142857,3000.0,3000.0,Churner,0.3882758162211459
F,E,Unknown,Unknown,Nonchurner,24,1103,0.358568582800318,40.1268227593701,4.38095238095238,4,21,14,1,1,1.09090909090909,1.6,12.0,12.0,50.1363636363636,73.5333333333333,551.5,551.5,Nonchurner,0.5052167099323837
F,E,Unknown,Unknown,Nonchurner,52,4377,1.1892915598853,109.922918665982,1.40540540540541,15,37,24,1,1,1.36842105263158,2.08,26.0,26.0,115.184210526316,175.08,2188.5,2188.5,Nonchurner,0.5332929300893964
H,B,Unknown,Unknown,Churner,1,157,0.0,0.0,0.0,17,1,1,1,1,0.5,0.5,0.5,0.5,78.5,78.5,78.5,78.5,Churner,0.2606123001917175
G,E,Unknown,Unknown,Churner,8,356,0.547722557505166,72.2544116300174,0.0,17,5,5,1,1,1.33333333333333,1.33333333333333,4.0,4.0,59.3333333333333,59.3333333333333,178.0,178.0,Churner,0.29342980946802943
